 "command";"executable";"simtype";"ncores";"nodes";"atomics/node";"iterations";"% remotes";"% priority";"end time" ;"branch-misses";"branch-misses (of all branches          (50.47%))";"branches";"branches (M/sec                    (50.19%))";"context-switches";"context-switches (M/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (50.18%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (M/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (49.81%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (50.01%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;16092870.0;0.0253;635697357.0;204.239;11583.0;0.004;189.0;0.061;10852267299.0;3.487;8968447437.0;0.83;57198.0;0.018;6612051519.0;0.6093;527807142.0;0.048600000000000004;3112.523067;5.329;0.584047538
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;16291211.0;0.0259;628014709.0;204.002;12150.0;0.004;29.0;0.009;10804283643.0;3.51;8891701002.0;0.82;57285.0;0.019;6575327403.0;0.6086;531189588.0;0.0492;3078.466232;5.358;0.574521405
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;16679673.0;0.0262;636536192.0;204.917;12262.0;0.004;176.0;0.057;10875215906.0;3.501;8946834162.0;0.82;57265.0;0.018;6589540441.0;0.6059;513947995.0;0.0473;3106.311035;5.317;0.584247343
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;16666617.0;0.026600000000000002;625691865.0;200.647;12074.0;0.004;372.0;0.119;10920159400.0;3.502;8879414529.0;0.81;57228.0;0.018;6635108760.0;0.6076;528613649.0;0.0484;3118.367718;5.327;0.585389149
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;16067149.0;0.0255;630473551.0;205.121;11750.0;0.004;73.0;0.024;10740086425.0;3.494;8945095709.0;0.83;57241.0;0.019;6507318969.0;0.6059;518087949.0;0.0482;3073.668463;5.358;0.57364421
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;16532403.0;0.025699999999999997;644424653.0;203.676;12172.0;0.004;28.0;0.009;11075146209.0;3.5;9041878809.0;0.82;57259.0;0.018;6760727298.0;0.6103999999999999;554904151.0;0.0501;3163.971475;5.319;0.594859975
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;16522811.0;0.0259;638311181.0;205.017;12357.0;0.004;45.0;0.014;10937061332.0;3.513;9016544554.0;0.82;57236.0;0.018;6608116582.0;0.6042000000000001;519017323.0;0.0475;3113.460389;5.312;0.586152947
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;15656262.0;0.0241;648397989.0;204.286;12122.0;0.004;38.0;0.012;11159700249.0;3.516;9019573115.0;0.81;57300.0;0.018;6814975461.0;0.6107;530221079.0;0.0475;3173.970062;5.349;0.593415576
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;16460875.0;0.025699999999999997;639732003.0;202.235;11720.0;0.004;53.0;0.017;11028427698.0;3.486;9008621048.0;0.82;57285.0;0.018;6742151474.0;0.6113000000000001;546383878.0;0.0495;3163.305135;5.32;0.594615773
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;18453430.0;0.0287;643060652.0;204.832;12207.0;0.004;46.0;0.015;11038536582.0;3.516;9002935779.0;0.82;57367.0;0.018;6704636237.0;0.6074;537620833.0;0.0487;3139.448562;5.356;0.586116356
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;17034903.0;0.026699999999999998;638725342.0;205.432;12507.0;0.004;344.0;0.111;10912754657.0;3.51;8996453614.0;0.82;57250.0;0.018;6635765176.0;0.6081;515780943.0;0.0473;3109.181876;5.366;0.579369651
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;18569968.0;0.0288;645652571.0;203.884;12461.0;0.004;37.0;0.012;11114961086.0;3.51;9101958771.0;0.82;57395.0;0.018;6754805315.0;0.6077;547267470.0;0.0492;3166.767503;5.356;0.591277323
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;16655288.0;0.0263;634155198.0;204.39;12017.0;0.004;31.0;0.01;10891862162.0;3.51;8992330388.0;0.83;57245.0;0.018;6623111290.0;0.6081;511066268.0;0.046900000000000004;3102.675491;5.379;0.576849757
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;18250605.0;0.028300000000000002;645181844.0;202.638;12853.0;0.004;47.0;0.015;11147801281.0;3.501;9051926954.0;0.81;57210.0;0.018;6777970244.0;0.608;547624399.0;0.049100000000000005;3183.915961;5.326;0.597838358
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.1 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;10.0;1000000;18070073.0;0.027999999999999997;645272462.0;206.147;12624.0;0.004;291.0;0.093;10964906025.0;3.503;9080740798.0;0.83;57291.0;0.018;6610782465.0;0.6029;549598803.0;0.0501;3130.159009;5.341;0.586111794
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;17897017.0;0.0245;731219442.0;205.36;13498.0;0.004;43.0;0.012;12433373113.0;3.492;10349290254.0;0.83;61954.0;0.017;7549861333.0;0.6072;596192853.0;0.048;3560.671743;5.345;0.666126086
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;18304301.0;0.0255;718239742.0;205.462;13510.0;0.004;204.0;0.058;12245465547.0;3.503;10216037492.0;0.83;61869.0;0.018;7417782121.0;0.6058;566806466.0;0.0463;3495.730818;5.349;0.653590137
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;21141202.0;0.028900000000000002;732681491.0;205.99;14494.0;0.004;60.0;0.017;12516916643.0;3.519;10300347751.0;0.82;61929.0;0.017;7550311879.0;0.6032;610881976.0;0.048799999999999996;3556.886839;5.37;0.662301681
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;18222801.0;0.0253;721441082.0;202.934;14220.0;0.004;37.0;0.01;12564030496.0;3.534;10240235951.0;0.82;61925.0;0.017;7615164072.0;0.6061;603298923.0;0.048;3555.046986;5.388;0.659860736
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;18825764.0;0.0258;729164220.0;206.888;13757.0;0.004;37.0;0.01;12410703423.0;3.521;10277627360.0;0.83;61881.0;0.018;7466753482.0;0.6015999999999999;605432750.0;0.048799999999999996;3524.447172;5.393;0.653534482
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;19019060.0;0.0258;738442093.0;203.786;14336.0;0.004;100.0;0.028;12667288203.0;3.496;10389499781.0;0.82;61949.0;0.017;7787607764.0;0.6148;604107813.0;0.04769999999999999;3623.619851;5.376;0.674006746
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;18734039.0;0.026000000000000002;719783455.0;203.123;14187.0;0.004;54.0;0.015;12466048402.0;3.518;10237691557.0;0.82;61857.0;0.017;7552691878.0;0.6059;607070821.0;0.0487;3543.582553;5.369;0.660019903
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;20732023.0;0.0286;725468225.0;204.89;14666.0;0.004;39.0;0.011;12484004842.0;3.526;10244491129.0;0.82;61870.0;0.017;7550096602.0;0.6048;605124425.0;0.048499999999999995;3540.773308;5.386;0.657403993
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;17741351.0;0.024300000000000002;730343281.0;203.178;14648.0;0.004;53.0;0.015;12575368289.0;3.498;10302509330.0;0.82;61880.0;0.017;7674801826.0;0.6103000000000001;616916410.0;0.049100000000000005;3594.607016;5.344;0.672580639
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;19648924.0;0.0271;725890045.0;204.247;14485.0;0.004;118.0;0.033;12479722676.0;3.511;10249260363.0;0.82;62089.0;0.017;7506755658.0;0.6015;633517360.0;0.0508;3553.982739;5.337;0.665909745
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;18761265.0;0.025699999999999997;729937269.0;204.291;13966.0;0.004;34.0;0.01;12526280710.0;3.506;10302956628.0;0.82;61871.0;0.017;7616132782.0;0.608;612715048.0;0.0489;3573.01929;5.354;0.667324189
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;19329273.0;0.0263;734413356.0;206.302;13848.0;0.004;37.0;0.01;12457572378.0;3.499;10353722812.0;0.83;62039.0;0.017;7525306378.0;0.6041;598281783.0;0.048;3559.890978;5.331;0.667741274
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;18407820.0;0.025099999999999997;734413516.0;204.613;14165.0;0.004;47.0;0.013;12593542373.0;3.509;10334356610.0;0.82;61898.0;0.017;7687723928.0;0.6103999999999999;601644556.0;0.0478;3589.279293;5.37;0.668405361
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;18630656.0;0.026000000000000002;716977914.0;204.264;14146.0;0.004;363.0;0.103;12363089164.0;3.522;10233970281.0;0.83;61852.0;0.018;7482503940.0;0.6052000000000001;604895094.0;0.0489;3510.061131;5.394;0.650770016
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.2 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;20.0;1000000;18979344.0;0.0258;734843168.0;207.804;14454.0;0.004;84.0;0.024;12440384769.0;3.518;10355926499.0;0.83;61955.0;0.018;7496063935.0;0.6026;601266095.0;0.0483;3536.229421;5.361;0.659660908
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;20728213.0;0.0252;822951098.0;205.546;15843.0;0.004;47.0;0.012;14104933924.0;3.523;11657052854.0;0.83;69203.0;0.017;8524303933.0;0.6043;685360914.0;0.048600000000000004;4003.725219;5.379;0.7443297
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;22063758.0;0.026099999999999998;846828506.0;205.46;16364.0;0.004;57.0;0.014;14568412073.0;3.535;11749781465.0;0.81;69065.0;0.017;8904184363.0;0.6112;694597298.0;0.04769999999999999;4121.630287;5.384;0.765598189
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;21132079.0;0.026000000000000002;812904715.0;203.467;16728.0;0.004;50.0;0.013;14050997990.0;3.517;11530961919.0;0.82;69087.0;0.017;8524236092.0;0.6067;684064524.0;0.0487;3995.264444;5.389;0.741383976
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;21752598.0;0.025699999999999997;845473365.0;207.678;16370.0;0.004;59.0;0.014;14312847406.0;3.516;11781466824.0;0.82;69208.0;0.017;8674907838.0;0.6061;686779343.0;0.048;4071.071289;5.375;0.757397135
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;20176473.0;0.024300000000000002;831103242.0;207.721;15112.0;0.004;218.0;0.054;14094254961.0;3.523;11693933387.0;0.83;69029.0;0.017;8491701056.0;0.6025;692107803.0;0.049100000000000005;4001.052197;5.395;0.741595599
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;21938941.0;0.0268;818937457.0;204.021;15908.0;0.004;46.0;0.011;14045376410.0;3.499;11638363619.0;0.83;69075.0;0.017;8487627685.0;0.6043;691850786.0;0.0493;4013.988279;5.368;0.747758382
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;20895462.0;0.0255;819820042.0;206.013;16013.0;0.004;43.0;0.011;14012183153.0;3.521;11636206842.0;0.83;69065.0;0.017;8498730008.0;0.6065;650067483.0;0.0464;3979.455226;5.406;0.73609925
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;21625060.0;0.026000000000000002;831063546.0;204.247;15599.0;0.004;42.0;0.01;14263684381.0;3.506;11701467171.0;0.82;69112.0;0.017;8678421227.0;0.6084;665963693.0;0.0467;4068.908506;5.376;0.756889045
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;20312497.0;0.025099999999999997;808269168.0;202.992;15100.0;0.004;34.0;0.009;13967042419.0;3.508;11494317369.0;0.82;68995.0;0.017;8487863048.0;0.6077;660427875.0;0.0473;3981.779423;5.383;0.739711613
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;20885005.0;0.0252;828766998.0;209.707;16215.0;0.004;43.0;0.011;13969552573.0;3.535;11628647200.0;0.83;69002.0;0.017;8405511772.0;0.6017;678001351.0;0.048499999999999995;3952.022811;5.419;0.729349026
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;21639554.0;0.0252;859649953.0;207.304;16165.0;0.004;62.0;0.015;14528311652.0;3.503;11849407967.0;0.82;70146.0;0.017;8833755046.0;0.608;691935824.0;0.047599999999999996;4146.809225;5.35;0.775146144
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;20905915.0;0.0254;824633522.0;204.715;16134.0;0.004;32.0;0.008;14116983802.0;3.505;11690866851.0;0.83;69071.0;0.017;8581829060.0;0.6079;686364415.0;0.048600000000000004;4028.210677;5.385;0.748093268
"./build/Benchmark/dxexmachina_phold opdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.3 -t 1000000";"dxexmachina_phold";"opdevs";6;6;4;0;90;30.0;1000000;22180800.0;0.0269;825695101.0;206.464;15825.0;0.004;121.0;0.03;14087193173.0;3.522;11554537802.0;0.82;69120.0;0.017;8454459336.0;0.6002000000000001;719378364.0;0.051100000000000007;3999.226418;5.378;0.743580671
