 "command";"executable";"simtype";"ncores";"nodes";"atomics/node";"iterations";"% remotes";"% priority";"end time" ;"branch-misses";"branch-misses (of all branches          (50.01%))";"branches";"branches (M/sec                    (50.00%))";"context-switches";"context-switches (K/sec)";"cpu-migrations";"cpu-migrations (K/sec)";"cycles";"cycles (GHz                      (50.01%))";"instructions";"instructions (insns per cycle)";"page-faults";"page-faults (K/sec)";"stalled-cycles-backend";"stalled-cycles-backend (backend  cycles idle     (50.03%))";"stalled-cycles-frontend";"stalled-cycles-frontend (frontend cycles idle     (50.03%))";"task-clock (msec)";"task-clock (CPUs utilized)";"time-elapsed (seconds)"
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 60 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;60;0.0;1000000;140878058.0;0.0217;6495329752.0;452.409;1976.0;0.138;9.0;0.001;51544558401.0;3.59;33751472611.0;0.65;743.0;0.052;34183570084.0;0.6631999999999999;1886385409.0;0.0366;14357.203465;5.96;2.40900716
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 60 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;60;0.0;1000000;122410692.0;0.0177;6930710664.0;466.787;2038.0;0.137;8.0;0.001;53362380497.0;3.594;35757593923.0;0.67;743.0;0.05;35493984595.0;0.6651;1748230964.0;0.032799999999999996;14847.681186;5.963;2.490141582
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;128302254.0;0.0192;6666457597.0;464.64;1971.0;0.137;5.0;0.0;51421940026.0;3.584;34411370650.0;0.67;737.0;0.051;34167127660.0;0.6644;1711051228.0;0.0333;14347.571466;5.949;2.411730173
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;122447271.0;0.0183;6688738625.0;462.765;1925.0;0.133;7.0;0.0;51913631774.0;3.592;34511583253.0;0.66;737.0;0.051;34552623861.0;0.6656;1737917671.0;0.0335;14453.850704;5.959;2.425687717
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;138894706.0;0.021;6599607488.0;457.419;1878.0;0.13;8.0;0.001;51739686617.0;3.586;34038758692.0;0.66;740.0;0.051;34283317662.0;0.6626000000000001;1882491558.0;0.0364;14427.912294;5.949;2.425290748
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;129200720.0;0.0197;6551509039.0;455.94;1842.0;0.128;8.0;0.001;51509709455.0;3.585;33879731624.0;0.66;743.0;0.052;34370569207.0;0.6673;1737833859.0;0.0337;14369.240291;5.951;2.414793316
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;115513658.0;0.0172;6734132497.0;463.491;1954.0;0.134;10.0;0.001;52187013409.0;3.592;34902611378.0;0.67;743.0;0.051;34846676017.0;0.6677;1643515645.0;0.0315;14529.144958;5.958;2.438399103
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;129500650.0;0.019799999999999998;6538071434.0;460.294;1903.0;0.134;8.0;0.001;50910541936.0;3.584;33777313860.0;0.66;740.0;0.052;33900010335.0;0.6659;1727855285.0;0.0339;14204.135793;5.951;2.386848239
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;127642431.0;0.018799999999999997;6798665234.0;462.228;2034.0;0.138;8.0;0.001;52754118601.0;3.587;35190352137.0;0.67;737.0;0.05;35133422694.0;0.6659999999999999;1704841484.0;0.0323;14708.453262;5.946;2.473540902
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;114683132.0;0.0169;6784029145.0;467.071;2087.0;0.144;7.0;0.0;52126397677.0;3.589;34939489459.0;0.67;740.0;0.051;34762047105.0;0.6668999999999999;1630283629.0;0.0313;14524.631819;5.947;2.44249403
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;125605650.0;0.0161;7810820423.0;500.466;2709.0;0.174;8.0;0.001;55979319362.0;3.587;40256789300.0;0.72;738.0;0.047;36325979400.0;0.6489;1804220306.0;0.0322;15607.099896;5.891;2.649489996
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;124211182.0;0.0179;6936273345.0;467.286;2291.0;0.154;8.0;0.001;53311793898.0;3.592;35875357976.0;0.67;739.0;0.05;35326913067.0;0.6626000000000001;1776908406.0;0.0333;14843.735608;5.937;2.500110963
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;129235997.0;0.018500000000000003;6991113367.0;470.655;2217.0;0.149;6.0;0.0;53344306965.0;3.591;35994384589.0;0.67;743.0;0.05;35286094354.0;0.6615000000000001;1809120250.0;0.0339;14854.023758;5.939;2.501127991
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;125716283.0;0.019;6604977955.0;461.753;1855.0;0.13;8.0;0.001;51328133849.0;3.588;34165350174.0;0.67;740.0;0.052;34182144184.0;0.6659999999999999;1674256800.0;0.0326;14304.122816;5.946;2.405724937
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;136676517.0;0.0208;6570533392.0;454.841;1941.0;0.134;16.0;0.001;51848174312.0;3.589;33967038969.0;0.66;738.0;0.051;34492837078.0;0.6653;1847803224.0;0.0356;14445.796654;5.955;2.4260165
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;120630433.0;0.0181;6659718226.0;456.989;1985.0;0.136;7.0;0.0;52327406106.0;3.591;34557965457.0;0.66;739.0;0.051;34918862120.0;0.6673;1739615217.0;0.0332;14573.047354;5.952;2.448318704
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 70 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;70;0.0;1000000;127241668.0;0.019299999999999998;6602817910.0;458.896;1941.0;0.135;9.0;0.001;51590877677.0;3.586;34087032422.0;0.66;738.0;0.051;34286075012.0;0.6646;1801288512.0;0.0349;14388.489475;5.948;2.418987681
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;121185450.0;0.0183;6621232018.0;463.205;1980.0;0.139;7.0;0.0;51330853515.0;3.591;34180617877.0;0.67;740.0;0.052;34213854196.0;0.6665000000000001;1696404965.0;0.033;14294.393961;5.946;2.404102226
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;124926581.0;0.0181;6886488002.0;459.58;2031.0;0.136;7.0;0.0;53795674265.0;3.59;35610505490.0;0.66;740.0;0.049;35857079863.0;0.6665000000000001;1779783588.0;0.0331;14984.314308;5.959;2.514457597
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;120170140.0;0.0179;6713109820.0;463.714;1980.0;0.137;7.0;0.0;51943224871.0;3.588;34667426151.0;0.67;738.0;0.051;34700274686.0;0.6679999999999999;1707497157.0;0.0329;14476.84255;5.961;2.428500399
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;136420543.0;0.0206;6608420304.0;454.445;2025.0;0.139;6.0;0.0;52141598651.0;3.586;33989383747.0;0.65;739.0;0.051;34845578406.0;0.6683;1852218606.0;0.0355;14541.737207;5.952;2.442969146
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;124255687.0;0.0179;6935770471.0;469.845;2136.0;0.145;8.0;0.001;52991167828.0;3.59;35803676346.0;0.68;739.0;0.05;35128291034.0;0.6629;1710404434.0;0.0323;14761.813413;5.93;2.489266326
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;117230654.0;0.0169;6944388494.0;463.983;2002.0;0.134;11.0;0.001;53769790699.0;3.593;35863368661.0;0.67;741.0;0.05;35963573957.0;0.6688;1675305360.0;0.031200000000000002;14966.916561;5.955;2.5131265
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;144791660.0;0.0215;6726326617.0;454.159;1978.0;0.134;6.0;0.0;53202134516.0;3.592;34957383966.0;0.66;737.0;0.05;35160181872.0;0.6609;1932529692.0;0.0363;14810.496853;5.961;2.484773501
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;118749165.0;0.0176;6736444547.0;461.91;2107.0;0.144;6.0;0.0;52313894035.0;3.587;34824788394.0;0.67;738.0;0.051;34928249376.0;0.6677;1675406165.0;0.032;14583.877452;5.951;2.450750704
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;133227757.0;0.019799999999999998;6713650288.0;462.388;1985.0;0.137;8.0;0.001;52069401670.0;3.586;34586586776.0;0.66;739.0;0.051;34492888995.0;0.6624;1851971229.0;0.0356;14519.503517;5.944;2.442556764
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;122416825.0;0.0172;7120125592.0;478.133;2137.0;0.144;10.0;0.001;53504574780.0;3.593;36582544332.0;0.68;743.0;0.05;35294022406.0;0.6596;1757587072.0;0.032799999999999996;14891.518409;5.939;2.507470795
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;117071907.0;0.0168;6973177346.0;463.498;2021.0;0.134;7.0;0.0;54050470416.0;3.593;36030008421.0;0.67;736.0;0.049;36190220287.0;0.6696;1665390025.0;0.0308;15044.67173;5.96;2.524213771
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;118002610.0;0.0175;6727860290.0;468.882;1877.0;0.131;8.0;0.001;51552081495.0;3.593;34743945049.0;0.67;738.0;0.051;34250634312.0;0.6644;1680477673.0;0.0326;14348.713063;5.956;2.409059955
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;126988792.0;0.018600000000000002;6839024262.0;461.379;2025.0;0.137;9.0;0.001;53207758084.0;3.59;35381036280.0;0.66;739.0;0.05;35379725819.0;0.6648999999999999;1828920837.0;0.0344;14823.006468;5.954;2.489475867
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;119671831.0;0.0177;6750017286.0;467.856;1883.0;0.131;7.0;0.0;51828339827.0;3.592;34893105095.0;0.67;738.0;0.051;34327763800.0;0.6623;1723416350.0;0.0333;14427.555184;5.961;2.420521778
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 80 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;80;0.0;1000000;118111754.0;0.0175;6754295122.0;466.085;2003.0;0.138;6.0;0.0;51961310788.0;3.586;34873744351.0;0.67;737.0;0.051;34521093512.0;0.6644;1717411007.0;0.0331;14491.551669;5.948;2.436269079
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;136967556.0;0.02;6834463631.0;448.436;2121.0;0.139;9.0;0.001;54756167057.0;3.593;35263901423.0;0.64;743.0;0.049;36792435773.0;0.6718999999999999;1877426568.0;0.034300000000000004;15240.667709;5.963;2.555902389
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;137266191.0;0.0199;6908530653.0;454.464;2056.0;0.135;7.0;0.0;54505764339.0;3.586;35651236872.0;0.65;738.0;0.049;36445843968.0;0.6687000000000001;1841853611.0;0.0338;15201.492759;5.949;2.555087692
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;139010419.0;0.021099999999999997;6573804927.0;455.643;2015.0;0.14;6.0;0.0;51825121208.0;3.592;34059171392.0;0.66;739.0;0.051;34347686912.0;0.6628000000000001;1885465717.0;0.0364;14427.536885;5.961;2.420299968
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;124041541.0;0.018500000000000003;6688030891.0;459.987;2050.0;0.141;6.0;0.0;52220290364.0;3.592;34508904400.0;0.66;743.0;0.051;34847906319.0;0.6673;1773925917.0;0.034;14539.608891;5.96;2.439662889
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;126112008.0;0.0184;6839673139.0;467.765;2246.0;0.154;8.0;0.001;52481871592.0;3.589;35280008360.0;0.67;741.0;0.051;34885256078.0;0.6647;1710801661.0;0.0326;14622.043502;5.942;2.460654156
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;131452587.0;0.0197;6659032523.0;459.152;1948.0;0.134;7.0;0.0;52088271956.0;3.592;34483363327.0;0.66;741.0;0.051;34654990702.0;0.6653;1780514907.0;0.0342;14502.878128;5.96;2.433395319
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;139118656.0;0.0207;6705553302.0;451.838;1994.0;0.134;6.0;0.0;53203065834.0;3.585;34685620928.0;0.65;736.0;0.05;35579875967.0;0.6688;1873668205.0;0.0352;14840.618368;5.952;2.493243139
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;139590279.0;0.0212;6586234446.0;455.348;2034.0;0.141;9.0;0.001;51965543955.0;3.593;34089949710.0;0.66;744.0;0.051;34496009796.0;0.6638;1877544812.0;0.0361;14464.183919;5.963;2.42575465
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;130870690.0;0.018600000000000002;7033645048.0;463.012;2018.0;0.133;7.0;0.0;54553376747.0;3.591;36311404277.0;0.67;737.0;0.049;36213208951.0;0.6638;1858337374.0;0.0341;15191.077108;5.954;2.551551057
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;119995152.0;0.0173;6943118928.0;472.503;2130.0;0.145;9.0;0.001;52815312241.0;3.594;35758325693.0;0.68;739.0;0.05;34970945999.0;0.6620999999999999;1726323844.0;0.0327;14694.332223;5.94;2.473753499
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;123583372.0;0.018600000000000002;6635461865.0;457.631;1951.0;0.135;7.0;0.0;52066336945.0;3.591;34302706361.0;0.66;737.0;0.051;34799380044.0;0.6684;1765866886.0;0.0339;14499.595958;5.961;2.432378488
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;137704672.0;0.020499999999999997;6724898666.0;456.408;2079.0;0.141;7.0;0.0;52828878181.0;3.585;34567807849.0;0.65;739.0;0.05;35320058108.0;0.6686;1846137000.0;0.0349;14734.41596;5.951;2.475972429
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;137049854.0;0.0197;6944645858.0;458.304;2145.0;0.142;7.0;0.0;54378908305.0;3.589;35765247328.0;0.66;741.0;0.049;36242012315.0;0.6665000000000001;1888143912.0;0.0347;15152.929369;5.953;2.545277201
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;128719376.0;0.0187;6891557961.0;454.197;2089.0;0.138;10.0;0.001;54427750983.0;3.587;35521731744.0;0.65;740.0;0.049;36664323632.0;0.6736;1737852897.0;0.0319;15173.054107;5.95;2.549952292
"./build/Benchmark/dxexmachina_phold cpdevs -c 6 -n 6 -s 4 -i 0 -r 90 -p 0.0 -t 1000000";"dxexmachina_phold";"cpdevs";6;6;4;0;90;0.0;1000000;129150991.0;0.0195;6610756357.0;452.201;2027.0;0.139;9.0;0.001;52524848165.0;3.593;34285178238.0;0.65;742.0;0.051;35161748671.0;0.6694;1784199756.0;0.034;14619.072581;5.951;2.456764708
